a 	 ఒక 	ఒక పుస్తకం నా దగ్గర ఉంది.	I have a book.
flying 	 ఎగురుతూ 	న    	na   
focus 	 దృష్టి 	న    	na   
fold 	 రెట్లు 	న    	na   
folding 	 మడత 	న    	na   
follow 	 అనుసరించండి 	న    	na   
following 	 అనుసరించడం 	న    	na   
follow up 	 అనుసరించండి 	న    	na   
food 	 ఆహారం 	న    	na   
foot 	 అడుగు 	న    	na   
football 	 ఫుట్బాల్ 	న    	na   
for 	 కోసం 	న    	na   
force 	 బలవంతం 	న    	na   
forecast 	 సూచన 	న    	na   
foreign 	 విదేశీ 	న    	na   
forest 	 అడవి 	న    	na   
forever 	 ఎప్పటికీ 	న    	na   
forget 	 మర్చిపోతారు 	న    	na   
forgive 	 క్షమించు 	న    	na   
fork 	 ఫోర్క్ 	న    	na   
form 	 రూపం 	న    	na   
formal 	 అధికారిక 	న    	na   
formally 	 అధికారికంగా 	న    	na   
former 	 మాజీ 	న    	na   
formerly 	 పూర్వం 	న    	na   
formula 	 సూత్రం 	న    	na   
fortieth 	 నలభైవది 	న    	na   
fortune 	 అదృష్టం 	న    	na   
forty 	 నలభై 	న    	na   
forward 	 ముందుకు 	న    	na   
found 	 దొరికింది 	న    	na   
foundation 	 పునాది 	న    	na   
four 	 నాలుగు 	న    	na   
fourteen 	 పద్నాలుగు 	న    	na   
fourteenth 	 పద్నాలుగో 	న    	na   
fourth 	 నాల్గవది 	న    	na   
frame 	 ఫ్రేమ్ 	న    	na   
free 	 ఉచిత 	న    	na   
freedom 	 స్వేచ్ఛ 	న    	na   
freely 	 స్వేచ్ఛగా 	న    	na   
freeze 	 ఫ్రీజ్ 	న    	na   
frequent 	 తరచుగా 	న    	na   
frequently 	 తరచుగా 	న    	na   
fresh 	 తాజా 	న    	na   
freshly 	 తాజాగా 	న    	na   
Friday 	 శుక్రవారం 	న    	na   
fridge 	 ఫ్రిజ్ 	న    	na   
friend 	 స్నేహితుడు 	న    	na   
friendly 	 స్నేహపూర్వక 	న    	na   
friendship 	 స్నేహం 	న    	na   
frighten 	 భయపెట్టు 	న    	na   
frighten away/off 	 భయపెట్టండి/ఆఫ్ చేయండి 	న    	na   
frightened 	 భయపడ్డాను 	న    	na   
frightening 	 భయపెట్టే 	న    	na   
from 	 నుండి 	న    	na   
front 	 ముందు 	న    	na   
frozen 	 ఘనీభవించిన 	న    	na   
fruit 	 పండు 	న    	na   
fry 	 వేయించు 	న    	na   
fuel 	 ఇంధనం 	న    	na   
full 	 పూర్తి 	న    	na   
fully 	 పూర్తిగా 	న    	na   
fun 	 సరదాగా 	న    	na   
function 	 ఫంక్షన్ 	న    	na   
function as 	 ఫంక్షన్ 	న    	na   
fund 	 నిధి 	న    	na   
fundamental 	 ప్రాథమిక 	న    	na   
funeral 	 అంత్యక్రియలు 	న    	na   
funny 	 తమాషా 	న    	na   
fur 	 బొచ్చు 	న    	na   
furniture 	 ఫర్నిచర్ 	న    	na   
further 	 మరింత 	న    	na   
future 	 భవిష్యత్తు 	న    	na   
gain 	 లాభం 	న    	na   
gallon 	 గాలన్ 	న    	na   
gamble 	 జూదం 	న    	na   
gambling 	 జూదం 	న    	na   
game 	 ఆట 	న    	na   
gap 	 అంతరం 	న    	na   
garage 	 గారేజ్ 	న    	na   
garbage 	 చెత్త 	న    	na   
garden 	 తోట 	న    	na   
gas 	 వాయువు 	న    	na   
gasoline 	 గ్యాసోలిన్ 	న    	na   
gate 	 ద్వారం 	న    	na   
gather 	 సేకరించండి 	న    	na   
gear 	 గేర్ 	న    	na   
general 	 సాధారణ 	న    	na   
generally 	 సాధారణంగా 	న    	na   
generate 	 ఉత్పత్తి 	న    	na   
generation 	 తరం 	న    	na   
generous 	 ఉదారంగా 	న    	na   
generously 	 ఉదారంగా 	న    	na   
gentle 	 సౌమ్యుడు 	న    	na   
gentleman 	 పెద్దమనిషి 	న    	na   
gently 	 శాంతముగా 	న    	na   
genuine 	 నిజమైన 	న    	na   
genuinely 	 యదార్ధంగా 	న    	na   
geography 	 భూగోళశాస్త్రం 	న    	na   
get 	 పొందండి 	న    	na   
get away 	 దూరంగా పొందండి 	న    	na   
get away with 	 దూరంగా పొందండి 	న    	na   
get back 	 తిరిగి పొందండి 	న    	na   
get by 	 ద్వారా పొందండి 	న    	na   
get in 	 ప్రవేశించు 	న    	na   
get into 	 ప్రవేశించండి 	న    	na   
get off 	 దిగిపో 	న    	na   
get on 	 పొందండి 	న    	na   
get on with 	 తో పొందండి 	న    	na   
get out of 	 బయటపడండి 	న    	na   
get over 	 పైగా పొందండి 	న    	na   
get round 	 చుట్టుముట్టండి 	న    	na   
get round to 	 చుట్టూ చేరండి 	న    	na   
get through 	 ద్వారా పొందండి 	న    	na   
get up 	 లేవండి 	న    	na   
giant 	 దిగ్గజం 	న    	na   
gift 	 బహుమతి 	న    	na   
girl 	 అమ్మాయి 	న    	na   
girlfriend 	 ప్రియురాలు 	న    	na   
give 	 ఇస్తాయి 	న    	na   
give away 	 ఇస్తాయి 	న    	na   
give back 	 తిరిగి ఇస్తాయి 	న    	na   
give in 	 ఇవ్వండి 	న    	na   
give off 	 ఆఫ్ ఇస్తాయి 	న    	na   
give out 	 ఇవ్వండి 	న    	na   
give up 	 వదులుకో 	న    	na   
glad 	 సంతోషం 	న    	na   
glass 	 గాజు 	న    	na   
global 	 ప్రపంచ 	న    	na   
glove 	 చేతి తొడుగు 	న    	na   
glue 	 జిగురు 	న    	na   
go 	 వెళ్ళు 	న    	na   
go ahead 	 ముందుకు సాగండి 	న    	na   
goal 	 లక్ష్యం 	న    	na   
go away 	 వెళ్ళిపో 	న    	na   
go back 	 తిరిగి వెళ్ళు 	న    	na   
go back to 	 తిరిగి వెళ్ళు 	న    	na   
go by 	 వెళ్ళు 	న    	na   
god 	 దేవుడు 	న    	na   
go down 	 క్రిందికి వెళ్ళు 	న    	na   
go into 	 లోకి వెళ్ళండి 	న    	na   
gold 	 బంగారం 	న    	na   
good 	 మంచి 	న    	na   
goodbye 	 వీడ్కోలు 	న    	na   
goods 	 వస్తువులు 	న    	na   
go off 	 వెళ్ళిపో 	న    	na   
go on 	 కొనసాగండి 	న    	na   
go on doing 	 చేస్తూనే ఉండండి 	న    	na   
go out 	 బయటకు వెళ్ళు 	న    	na   
go out with 	 తో బయటకు వెళ్ళు 	న    	na   
go over 	 పైగా వెళ్ళండి 	న    	na   
go round 	 చుట్టూ తిరగండి 	న    	na   
go through 	 గుండా వెళ్ళండి 	న    	na   
go through with 	 తో ద్వారా వెళ్ళండి 	న    	na   
go to 	 వెళ్ళండి 	న    	na   
go up 	 పైకి వెళ్ళు 	న    	na   
govern 	 పాలించు 	న    	na   
government 	 ప్రభుత్వం 	న    	na   
governor 	 గవర్నర్ 	న    	na   
go with 	 తో వెళ్ళండి 	న    	na   
go without 	 లేకుండా వెళ్ళండి 	న    	na   
grab 	 పట్టుకో 	న    	na   
grade 	 గ్రేడ్ 	న    	na   
gradual 	 క్రమంగా 	న    	na   
gradually 	 క్రమంగా 	న    	na   
grain 	 ధాన్యం 	న    	na   
gram 	 గ్రాము 	న    	na   
grammar 	 వ్యాకరణం 	న    	na   
grand 	 గొప్ప 	న    	na   
grandchild 	 మనవడు 	న    	na   
granddaughter 	 మనవరాలు 	న    	na   
grandfather 	 తాతయ్య 	న    	na   
grandmother 	 అమ్మమ్మ 	న    	na   
grandparent 	 తాతయ్య 	న    	na   
grandson 	 మనవడు 	న    	na   
grant 	 మంజూరు 	న    	na   
grass 	 గడ్డి 	న    	na   
grateful 	 కృతజ్ఞతతో 	న    	na   
grave 1 	 సమాధి 1 	న    	na   
gravely 	 గంభీరంగా 	న    	na   
great 	 గొప్ప 	న    	na   
greatly 	 గొప్పగా 	న    	na   
green 	 ఆకుపచ్చ 	న    	na   
grey 	 బూడిద రంగు 	న    	na   
grocery 	 కిరాణా 	న    	na   
ground 	 నేల 	న    	na   
group 	 సమూహం 	న    	na   
grow 	 పెరుగుతాయి 	న    	na   
growth 	 వృద్ధి 	న    	na   
grow up 	 పెరుగుతాయి 	న    	na   
guarantee 	 హామీ 	న    	na   
guard 	 కాపలా 	న    	na   
guess 	 అంచనా 	న    	na   
guest 	 అతిథి 	న    	na   
guide 	 మార్గదర్శకుడు 	న    	na   
guilty 	 దోషి 	న    	na   
gun 	 తుపాకీ 	న    	na   
guy 	 వ్యక్తి 	న    	na   
habit 	 అలవాటు 	న    	na   
hair 	 జుట్టు 	న    	na   
hairdresser 	 క్షౌరశాల 	న    	na   
half 	 సగం 	న    	na   
hall 	 హాలు 	న    	na   
hammer 	 సుత్తి 	న    	na   
hand 	 చేతి 	న    	na   
hand back 	 తిరిగి చేయి 	న    	na   
hand down 	 చేయి డౌన్ 	న    	na   
hand in 	 చేయి 	న    	na   
handle 	 హ్యాండిల్ 	న    	na   
hand out 	 చేయి 	న    	na   
hand over 	 అప్పగించండి 	న    	na   
hand round 	 చేతి రౌండ్ 	న    	na   
hang 	 వేలాడదీయండి 	న    	na   
hang about 	 గురించి వ్రేలాడదీయు 	న    	na   
hang about with 	 తో కాలక్షేపం 	న    	na   
hang around 	 చుట్టూ తొంగి చూస్తారు 	న    	na   
hang around with 	 చుట్టూ తిరుగుతారు 	న    	na   
hang on 	 వేలాడదీయండి 	న    	na   
hang on to 	 వేలాడదీయండి 	న    	na   
hang up 	 వేలాడదీయండి 	న    	na   
happen 	 జరుగుతాయి 	న    	na   
happen to 	 జరుగుతుంది 	న    	na   
happily 	 సంతోషంగా 	న    	na   
happiness 	 ఆనందం 	న    	na   
happy 	 సంతోషంగా ఉంది 	న    	na   
hard 	 కష్టం 	న    	na   
hardly 	 అరుదుగా 	న    	na   
harm 	 హాని 	న    	na   
harmful 	 హానికరమైన 	న    	na   
harmless 	 ప్రమాదకరం 	న    	na   
hat 	 టోపీ 	న    	na   
hate 	 ద్వేషించు 	న    	na   
hatred 	 ద్వేషం 	న    	na   
have 	 కలిగి ఉంటాయి 	న    	na   
have back 	 తిరిగి పొందండి 	న    	na   
have on 	 కలిగి ఉంటాయి 	న    	na   
have to 	 వుంటుంది 	న    	na   
he 	 అతను 	న    	na   
head 	 తల 	న    	na   
headache 	 తలనొప్పి 	న    	na   
heal 	 నయం 	న    	na   
health 	 ఆరోగ్యం 	న    	na   
healthy 	 ఆరోగ్యకరమైన 	న    	na   
hear 	 వినండి 	న    	na   
hear from 	 నుండి వినండి 	న    	na   
hearing 	 వినికిడి 	న    	na   
hear of 	 విను 	న    	na   
heart 	 గుండె 	న    	na   
heat 	 వేడి 	న    	na   
heating 	 వేడి చేయడం 	న    	na   
heat up 	 వేడెక్కుతుంది 	న    	na   
heaven 	 స్వర్గం 	న    	na   
heavily 	 భారీగా 	న    	na   
heavy 	 భారీ 	న    	na   
heel 	 మడమ 	న    	na   
height 	 ఎత్తు 	న    	na   
hell 	 నరకం 	న    	na   
hello 	 హలో 	న    	na   
help 	 సహాయం 	న    	na   
helpful 	 సహాయకారిగా 	న    	na   
help out 	 సహాయం చేయండి 	న    	na   
